title,year,description,genre
a linterieur,2007,Sarah spodziewa się dziecka. Dzień przed planowanymi narodzinami nachodzi ją upiorna kobieta z morderczymi zamiarami.,horror
high plains drifter,1973,"W skrywającym mroczny sekret miasteczku Lago zjawia się tajemniczy jeździec. Właściciele lokalnej kopalni wynajmują go do ochrony przed bandytami, którzy po wyjściu z więzienia chcą zemścić się na mieszkańcach. ",western
the moth diaries,2011,"Kiedy do angielskiego internatu przyjeżdża nowa wychowanka, Ernessa, pracownicy placówki zaczynają ginąć w tajemniczych okolicznościach.",horror
deep blue sea,1999,"Grupa naukowców prowadzi kontrowersyjne eksperymenty w stacji badawczej, poprawiając kod genetyczny rekinów. Zwierzęta jednak wymykają się spod kontroli. ",thriller
lawa. opowiesc o dziadach adama mickiewicza,1989,"Od Gustawa do Konrada - portret duchowy narodu polskiego przedstawiony w pierwszej ekranizacji ""Dziadów"" Adama Mickiewicza.&nbsp; ",drama
purple hearts,2022,"Choć więcej ich dzieli niż łączy, początkująca piosenkarka i autorka tekstów oraz żołnierz marines bez pamięci się w sobie zakochują.",drama
mother and child,2009,"Trzy kobiety w różnych momentach życia przychodzą do ośrodka adopcyjnego. Karen chce odszukać oddaną przed laty córkę, Elizabeth pragnie poznać tożsamość swojej biologicznej matki, a bezpłodna Lucy marzy o dziecku.",drama
serenity,2019, Baker Dill (Matthew McConaughey) po rozwodzie osiadł na prowincji i żyje z organizacji turystycznych połowów dla amatorów wędkarstwa. Jego spokój zakłóca pojawienie się... ,thriller
populaire,2012,"Młoda dziewczyna udaje się na rozmowę kwalifikacyjną do jednej z firm. Właściciel oferuje jej pracę pod warunkiem, że weźmie udział w zawodach maszynistek.",comedy
love happens,2009,"Burke, autor bestselerowego poradnika o radzeniu sobie ze stratą, poznaje Eloise, która zakończyła nieudany związek.",drama
calendar girls,2003,"Grupa kobiet w średnim wieku wydaje kalendarz ze swoimi nagimi zdjęciami, by pozyskać fundusze na funkcjonowanie miejscowego szpitala. ",comedy
the philadelphia story,1940,Tracy szykuje się do ślubu&nbsp;z&nbsp;zamożnym przemysłowcem. Przygotowania zakłóca jednak przyjazd jej byłego męża oraz żądnych sensacji dziennikarzy.,comedy
the peacemaker,1997,"Agent wojskowego wywiadu oraz specjalistka od broni nuklearnej łączą siły, aby odnaleźć skradzione rosyjskie głowice, zanim te zostaną użyte przez terrorystów.&nbsp;",thriller
ninja assassin,2009,"Raizo od najmłodszych lat był szkolony na bezwzględnego zabójcę przez klan ninja, który zaopiekował się nim w dzieciństwie. Po latach postanawia zerwać z przeszłością i zniknąć. ",action
ginger &amp; rosa,2012,"Dwie nierozłączne przyjaciółki, Ginger i Rosa, konfrontują swoją przyjaźń z trwającym kryzysem kubańskim, zagrożeniem wojną atomową, a także romansem ojca. ",drama
the man with the iron fists,2012,"Walczące ze sobą klany usiłują przejąć rządowy transport złota, który zmierza do jednej z chińskich wiosek. ",action
atertraffen,2013,"Szwedzka artystka konfrontuje się w swoim filmie z oprawcami, którzy prześladowali ją w szkole. ",drama
daydream nation,2010,Po przeprowadzce do prowincjonalnego miasteczka nastolatka wikła się w trójkąt miłosny z nauczycielem oraz zakochanym kolegą. ,drama
the skulls,2000,"Luke zostaje przyjęty do ""Czaszek"", tajnego bractwa studenckiego. Niedługo potem jego najlepszy przyjaciel popełnia samobójstwo.&nbsp;",thriller
black butterfly,2017,Cierpiący na brak weny twórczej pisarz zaprasza do swojego domu mężczyznę spotkanego w barze. ,thriller
the duellists,1977,"Porucznik Armand d’Hubert, działając z polecenia przełożonych, dostarcza innemu oficerowi rozkaz pozostania w areszcie domowym. Nie zdaje sobie sprawy jak bardzo wpłynie to na jego dalsze życie.",drama
palimpsest,2006,"Marek, inspektor policji, usiłuje rozwiązać sprawę zabójstwa swojego kolegi z wydziału. ",thriller
100 girls,2000,"Matt próbuje odnaleźć nieznajomą dziewczynę, z którą spędził upojne chwile w zatrzaśniętej windzie. ",comedy
my bosss daughter,2003,Tom ma za zadanie zająć się domem szefa w czasie jego nieobecności.,comedy
breathe in,2013,"Szczęśliwa rodzina gości u siebie studentkę z wymiany zagranicznej. Dziewczyna i gospodarz znajdują wspólny język, co zmienia ich życie na zawsze.",drama
vacancy,2007,"Parze kochanków psuje się auto i muszą spędzić noc w przydrożnym motelu. Wkrótce odkrywają, że jest on prowadzony przez psychopatów.",thriller
scream,2022,"Młoda kobieta wraca do swojego rodzinnego miasta, żeby poznać przerażające przypadki morderstw związanych z zamaskowanym seryjnym mordercą.&nbsp;",horror
inny swiat,2012,"Wybitna aktorka Danuta Szaflarska, w barwny i humorystyczny sposób, opowiada o swoich przeżyciach z dawnych lat. ",documentary
kokuhaku,2010,"Zdeterminowana nauczycielka próbuje wyjaśnić przyczynę morderstwa swojego dziecka, szukając winnych wśród uczniów własnej klasy.",thriller
joy ride,2001,"Troje młodych ludzi, jadąc przez odludzie, zostaje zaatakowanych przez psychopatycznego kierowcę ciężarówki, z którego wcześniej zakpili. ",thriller
jaws 2,1978,"Wokół Amity Island znów zaczyna grasować niebezpieczny rekin, a dzielny szeryf Brody sam musi stawić czoła bestii.",thriller
boat trip,2002,Dwójka przyjaciół postanawia udać się w tygodniowy rejs statkiem pełnym kobiet. Przez pomyłkę biura podróży trafiają jednak na okręt pełen gejów.,comedy
the verdict,1982,"Adwokat Frank Galvin częściej zagląda do kieliszka niż na salę rozpraw. Skomplikowana sprawa o zadośćuczynienie za błąd w sztuce medycznej jest jego ostatnią szansą, aby uratować karierę. ",drama
dirty pretty things,2002,"Okwe pracuje w renomowanym hotelu, gdzie prostytucja i handel narkotykami są na porządku dziennym. Wkrótce odkrywa, że mrocznych sekretów jest więcej. ",drama
szatan kazal tanczyc,2016,"Karolina odnosi międzynarodowy sukces powieściowy. Jej nihilistyczne życie powoli się rozpada, bo narkotyki i alkohol nie są w stanie zapełnić pustki. ",drama
old,2021,"Grupa ludzi zostaje uwięziona na tajemniczej wyspie, gdzie dochodzi do anomalii związanych z upływem czasu.",thriller
childs play,2019,Karen daje w prezencie urodzinowym synowi lalkę. Kobieta nie jest świadoma złowieszczej natury zabawki. ,horror
keinohrhasen,2007,Paparazzi Ludo zostaje skazany na prace społeczne w przedszkolu. Tam spotyka dręczoną przez siebie koleżankę z dzieciństwa.&nbsp;,comedy
pathfinder,2007,Naturalizowany Indianin chroni plemię przed wrogim najeźdźcą ze Skandynawii.,adventure
win a date with tad hamilton!,2004,Dziewczyna wygrywa randkę ze swoim idolem. Ten niespodziewanie zakochuje się w niej. ,comedy
imperium,2016,"Agent FBI infiltruje grupę terrorystyczną, by przeszkodzić jej w stworzeniu bomby.",thriller
lenfant,2005,"Bruno i Sonia są bardzo młodzi i wiodą beztroskie życie. Gdy na świat przychodzi ich dziecko, muszą stać się odpowiedzialni. ",drama
just wright,2010,"Fizjoterapeutka Leslie zakochuje się w swoim pacjencie, koszykarzu. On jednak planuje ślub z jej najlepszą przyjaciółką.&nbsp;",comedy
the ward,2010,"Kristen zostaje zamknięta w szpitalu psychiatrycznym, który skrywa mroczną tajemnicę. ",horror
cargo,2017,"Po wybuchu epidemii w całej Australii, ojciec szuka osoby, która mogłaby chronić jego córkę.",thriller
the good nurse,2022,"Pielęgniarka podejrzewa, że za serią tajemniczych zgonów pacjentów stoi jej kolega po fachu, i naraża własne życie, aby odkryć prawdę.",drama
pat garrett &amp; billy the kid,1973,"Szeryf Pat Garrett wyrusza w pościg za swoim dawnym przyjacielem, Billym Kidem, który uciekł z więzienia.",western
wojna zensko-meska,2011,"Rozwiedziona matka usiłuje ratować swoją karierę i zostaje specem od seksu, co otwiera przed nią drzwi do sławy i zupełnie nowych, szalonych relacji z mężczyznami.",comedy
newness,2017,"Los Angeles. Dwoje młodych ludzi porzuca dotychczasowe życie pełne seksu z przypadkowymi osobami poznanymi na portalu randkowym, aby wejść w stały związek.&nbsp;",drama
happy-go-lucky,2008," Nowa słodko-gorzka komedia Mike’a Leigh, twórcy nagrodzonych Złotą Palmą „Sekretów i kłamstw”. Sally Hawkins wciela się w POPPY, nauczycielkę, która mieszka ze swoją... ",comedy
les aventures de rabbi jacob,1973,"Francuski przedsiębiorca Victor Pivert, zdeklarowany antagonista Żydów, w obronie własnego życia zmuszony jest wcielić się w rolę rabina.",comedy
tammy,2014,"Po utracie pracy i zdradzie męża Tammy wyrusza w podróż ze swoją babcią, która nie stroni od alkoholu. ",comedy
na bank sie uda,2019,"Trzech starszych panów dokonuje napadu na bank. Po przyjeździe policji okazuje się, że nic nie zginęło.",comedy
kollektivet,2016,Znudzona mieszczańskim stylem życia Anna postanawia przekonać męża do zamieszkania w hipisowskiej komunie. ,drama
that sugar film,2014,Dokument opowiadający o oddziaływaniu cukru na ludzki organizm. ,documentary
nattvardsgasterna,1963,"Mieszkający w małej osadzie rybackiej pastor wypełnia obowiązki, cierpiąc z powodu kryzysu wiary. Na wieść o samobójczej śmierci mężczyzny, któremu nie potrafił pomóc, przechodzi wewnętrzną przemianę. ",drama
polandja,2017,W ciągu 24 godzin grupa bohaterów przeżywa pasmo zabawnych przygód.,comedy
swallow,2019,"Młoda kobieta w ciąży zaczyna odczuwać wewnętrzny przymus spożywania niebezpiecznych przedmiotów; musi uciec od kontrolującej ją rodziny męża, aby zmierzyć się z mrocznym sekretem stojącym za jej obsesją.",drama
being flynn,2012,Adaptacja autobiograficznej książki Nicka Flynna. Młody człowiek podejmuje pracę w schronisku dla bezdomnych. Wkrótce zawita tam jego ojciec. ,drama
la belle epoque,2019,"Zagubiony w świecie nowych technologii, wzdychający do telefonów stacjonarnych, papierowych książek i wąsów rysownik komiksów Victor, nieoczekiwanie dostaje propozycję nietypowej podróży w czasie. ",drama
look away,2018,"Gnębiona oraz upokarzana przez rówieśników licealistka zwierza się własnemu odbiciu w lustrze. Tymczasem wspierający ją, lustrzany obraz, to bezwzględna i głodna przemocy Airam.",thriller
nell,1994,Mieszkająca w lesie Nell nigdy nie widziała żadnego człowieka oprócz swojej matki. Po jej śmierci dziewczyna musi zmierzyć się z nieznanym sobie światem. ,drama
zupa nic,2021," Marta jest romantyczką i szkolną ofiarą losu. Dzieli pokój z siostrą Kasią i babcią (Ewa Wiśniewska), która zamiast bajek opowiada wnuczkom powstańcze historie. W pokoju... ",comedy
an unfinished life,2005,Pojawienie się wnuczki zmieni życie zgorzkniałego ranczera. ,drama
the proposition,2005,"Kiedy bracia Charlie i Mike Burns zostają schwytani przez policję, kapitan Stanley składa starszemu z nich propozycję.",western
beksinscy. album wideofoniczny,2017,Dokument ukazuje życie rodziny Beksińskich za pośrednictwem prywatnych materiałów dźwiękowych i filmowych.,documentary
snow cake,2006,"Kiedy Alex podwozi ekscentryczną Vivienne, dochodzi do wypadku i dziewczyna ginie. Jej chorująca na autyzm matka, przekonuje go, by pomógł zorganizować zmarłej pogrzeb. ",drama
tetro,2009,"Osiemnastoletni Bennie przybywa do&nbsp;Buenos&nbsp;Aires, by odwiedzić swojego brata. Przy okazji tej wizyty na jaw wychodzą długo skrywane rodzinne sekrety.",drama
amityville: the awakening,2017,"Samotna matka z trójką dzieci przeprowadza się do nawiedzonego domu, nie znając jego krwawej historii.",horror
mal de pierres,2016," Gabrielle (Marion Cotillard) pochodzi z małego miasteczka na południu Francji, gdzie marzenia o prawdziwej, przepełnionej namiętnością miłości uchodzą za skandaliczne i... ",drama
mala matura 1947,2010,Ludwik przeprowadza się z rodzicami do Krakowa i zaczyna naukę w nowej szkole. Chłopak okazuje bunt przeciwko otaczającej go powojennej rzeczywistości.,drama
dheepan,2015,"Bojownik ze Sri Lanki ucieka z udawaną rodziną do Francji, gdzie obejmuje posadę dozorcy. ",drama
war photographer,2001,Dokument przedstawia sylwetkę Jamesa&nbsp;Nachtweya uważanego przez wielu za najlepszego fotografa wojennego wszech czasów.,documentary
creep,2014,"Aaron odpowiada na ogłoszenie o pracę umierającego Josefa, który chce sfilmować jeden dzień z życia dla nienarodzonego syna. Intencje pracodawcy wzbudzają u zatrudnionego podejrzenia.",thriller
unplanned,2019,Kierowniczka kliniki aborcyjnej zmienia swój światopogląd o 180 stopni. ,drama
boogeyman,2005,"Tim jest zmuszony wrócić do rodzinnego domu, gdzie przed laty rozegrał się prawdziwy koszmar.",horror
entre les murs,2008,"Nauczyciel odkrywa nową wersję siebie, gdy poznaje trudną młodzież z paryskiej dzielnicy.",drama
revenge of the nerds,1984,"Dwóch jajogłowych studentów rozpoczyna studia w koledżu opanowanym przez bractwo sportowców gardzących ""frajerami"". ",comedy
a dogs way home,2019,"Pies wyrusza w długą, pełną przygód drogę, aby odnaleźć swojego właściciela.",family
arthur,2011,"Przyzwyczajony do luksusu Arthur musi wybrać pomiędzy małżeństwem z rozsądku, dzięki któremu zachowa majątek, a prawdziwą miłością.",comedy
lorenzos oil,1992,Pięcioletni chłopiec zapada na bardzo rzadką chorobę genetyczną. Jego rodzice rozpoczynają walkę o wyleczenie syna. ,drama
welcome to the punch,2013,"Do Londynu przyjeżdża przebiegły złodziej, Jacob Sternwood. Okaleczony przez niego w przeszłości detektyw Lewinsky chce ująć zbira. ",thriller
walking tall,2004,"Były żołnierz Chris Vaughn powraca do rodzinnego miasta, gdzie odkrywa, że miejsce, w którym się wychował, pełne jest bandytów i skorumpowanych gliniarzy.",thriller
ptaki spiewaja w kigali,2017,Polska ornitolog pracująca w Rwandzie ratuje młodą dziewczynę z plemienia Tutsi. ,drama
malignant,2021,"Madison jest sparaliżowana szokującymi wizjami makabrycznych morderstw, a jej udręka pogarsza się, gdy odkrywa, że to rzeczywistość. ",horror
step brothers,2008,Po ślubie swoich rodziców dwóch mężczyzn w średnim wieku zostaje przyrodnimi braćmi i współlokatorami.,comedy
the perfect score,2004,"Aby jak najlepiej zdać egzamin, grupa uczniów liceum planuje wykraść gotowe testy.",comedy
mallrats,1995,Porzuceni przez swoje dziewczyny T.S. i Brodie postanawiają je odzyskać.,comedy
angel eyes,2001,Tajemniczy mężczyzna ratuje życie policjantce. Wkrótce rodzi się między nimi uczucie. ,drama
grave encounters 2,2012,"Fabuła skupia się na grupie nastolatków, którzy oglądali ""Grave Encounters"" i postanawiają sprawdzić, czy wydarzenia z filmu mogą być prawdziwe. ",horror
before the flood,2016,Dokument o wpływie zmian klimatycznych na środowisko.,documentary
be cool,2005,"Były gangster, a obecnie producent filmowy, wkracza w branżę muzyczną, która rządzi się swoimi prawami.",comedy
shutter,2008,"Fotograf Ben i jego żona potrącają kobietę, której ciało niespodziewanie znika. Wkrótce na zdjęciach mężczyzny pojawiają się tajemnicze smugi.",horror
a promise,2013,Zatrudniony przez bogatego właściciela fabryki mężczyzna zakochuje się w jego pięknej żonie.,drama
the jerk theory,2009,Porzucony przez dziewczynę Adam postanawia rozpocząć życie playboya.,comedy
the campaign,2012,Do ostatecznej walki o fotel kongresmena staje dwóch rywali.,comedy
house of 1000 corpses,2003," Grupa młodych ludzi podróżuje przez kraj. Gdy pośrodku pustkowia, w trakcie burzy, psuje się ich samochód, są zmuszeni do opuszczenia auta i szukania schronienia.... ",horror
bacalaureat,2016,"Dla Romea Aldei najważniejsza jest córka, która właśnie zdaje maturę i wybiera się na studia do Wielkiej Brytanii. Tuż przed egzaminami zostaje napadnięta, a ojciec próbuje zrobić wszystko, aby załatwić córce dobry wynik. ",drama
